target_id,length,eff_length,est_counts,tpm
1104|00071,2475,2235.51,96.0,3.6002
1104|00072,2034,1794.51,1.0,0.0467
1104|00075,999,759.51,14.0,1.5453
1104|00076,1575,1335.51,11.0,0.6905
1104|00077,2349,2109.51,23.0,0.9141
1104|00078,1149,909.51,37.0,3.4106
1104|00079,390,153.36,16.0,8.7464
1104|00081,489,249.91,0.0,0.0
1104|00087,918,678.51,1.0,0.1236
1104|00088,480,241.0,11.0,3.8266
1104|00090,846,606.51,1025.0,141.683
1104|00091,1494,1254.51,0.0,0.0
1104|00092,288,68.99,2.0,2.4303
1104|00093,969,729.51,138.0,15.8591
1104|00095,2169,1929.51,59.0,2.5635
1104|00097,1041,801.51,0.0,0.0
1104|00098,1191,951.51,1.0,0.0881
1104|00101,1539,1299.51,88.0,5.6772
1104|00102,3465,3225.51,14.0,0.3639
1104|00103,369,134.0,59.0,36.9132
1104|00104,5313,5073.51,247.0,4.0815
1104|00106,2169,1929.51,0.0,0.0
1104|00107,2514,2274.51,143.0,5.2708
1104|00108,1452,1212.51,158.0,10.9245
1104|00109,1179,939.51,79.0,7.0495
1104|00110,945,705.51,146.0,17.3492
1104|00111,3996,3756.51,271.0,6.048
1104|00112,1017,777.51,412.0,44.4244
1104|00113,900,660.51,567.0,71.9672
1104|00114,1281,1041.51,188.0,15.133
1104|00115,486,246.92,1163.0,394.862
1104|00116,1203,963.51,163.0,14.1828
1104|00117,1326,1086.51,385.0,29.7069
1104|00118,621,381.6,336.0,73.818
1104|00119,339,107.66,175.0,136.275
1104|00120,5967,5727.51,69.0,1.01
1104|00121,1890,1650.51,170.0,8.635
1104|00122,1122,882.51,61.0,5.7948
1104|00123,1416,1176.51,344.0,24.5128
1104|00124,978,738.51,258.0,29.2883
1104|00125,2760,2520.51,556.0,18.4933
1104|00126,4749,4509.51,602.0,11.1917
1104|00127,522,282.79,311.0,92.1987
1104|00128,771,531.51,7975.0,1257.91
1104|00129,1209,969.51,981.0,84.8295
1104|00130,561,321.68,146.0,38.0496
1104|00131,750,510.51,494.0,81.1249
1104|00132,1545,1305.51,1402.0,90.0321
1104|00133,156,22.35,408.0,1530.74
1104|00134,1659,1419.51,138.0,8.1502
1104|00135,990,750.51,111.0,12.3993
1104|00137,555,315.68,11.0,2.9212
1104|00138,513,273.83,380.0,116.34
1104|00139,837,597.51,83.0,11.6457
1104|00140,4038,3798.51,76.0,1.6774
1104|00141,867,627.51,80.0,10.6881
1104|00142,2442,2202.51,143.0,5.4431
1104|00143,1347,1107.51,4.0,0.3028
1104|00144,1461,1221.51,1.0,0.0686
1104|00145,2130,1890.51,46.0,2.0399
1104|00146,1899,1659.51,83.0,4.193
1104|00147,810,570.51,842.0,123.731
1104|00148,1941,1701.51,123.0,6.0604
1104|00149,825,585.51,68.0,9.7366
1104|00150,1821,1581.51,181.0,9.5948
1104|00151,3315,3075.51,124.0,3.3801
1104|00152,3468,3228.51,262.0,6.8034
1104|00153,2997,2757.51,53.0,1.6113
1104|00154,4122,3882.51,32.0,0.691
1104|00155,1344,1104.51,52.0,3.947
1104|00156,372,136.74,74.0,45.3711
1104|00157,3129,2889.51,148.0,4.294
1104|00158,2115,1875.51,355.0,15.8686
1104|00159,1296,1056.51,528.0,41.8977
1104|00160,1656,1416.51,1134.0,67.1155
1104|00161,1359,1119.51,1052.0,78.7803
1104|00162,441,202.63,13.0,5.3786
1104|00163,336,105.2,0.0,0.0
1104|00164,1932,1692.51,162.0,8.0244
1104|00165,921,681.51,291.0,35.7974
1104|00166,870,630.51,132.0,17.5514
1104|00167,1377,1137.51,207.0,15.2561
1104|00168,372,136.74,98.0,60.0861
1104|00169,1233,993.51,4035.0,340.488
1104|00170,219,32.23,1462.0,3802.41
1104|00171,2700,2460.51,174.0,5.9286
1104|00172,4344,4104.51,76.0,1.5523
1104|00173,1617,1377.51,183.0,11.1374
1104|00174,747,507.51,13.0,2.1475
1104|00175,984,744.51,178.0,20.0438
1104|00176,870,630.51,212.623,28.2715
1104|00177,546,306.72,970.0,265.132
1104|00178,495,255.91,803.0,263.06
1104|00179,1437,1197.51,466.0,32.6239
1104|00180,2208,1968.51,116.0,4.9402
1104|00181,1329,1089.51,35.0,2.6932
1104|00182,993,753.51,66.0,7.3432
1104|00183,2229,1989.51,17.0,0.7164
1104|00184,681,441.58,296.0,56.1972
1104|00185,1224,984.51,123.0,10.4741
1104|00186,552,312.7,82.0,21.9843
1104|00187,954,714.51,16.0,1.8773
1104|00188,435,196.74,83.0,35.3684
1104|00189,309,83.84,189.0,188.988
1104|00190,1059,819.51,394.0,40.3062
1104|00191,1200,960.51,427.0,37.2697
1104|00192,492,252.91,30.0,9.9445
1104|00193,567,327.67,1.0,0.2559
1104|00194,1596,1356.51,212.0,13.1021
1104|00195,1548,1308.51,18.0,1.1533
1104|00196,993,753.51,547.0,60.8596
1104|00197,2289,2049.51,227.0,9.2855
1104|00198,1533,1293.51,223.0,14.4532
1104|00199,1161,921.51,187.0,17.0126
1104|00200,1101,861.51,49.0,4.7683
1104|00201,1566,1326.51,15.0,0.948
1104|00202,1800,1560.51,114.0,6.1245
1104|00205,1707,1467.51,62.0,3.5419
1104|00207,1971,1731.51,268.0,12.9759
1104|00208,987,747.51,150.0,16.8231
1104|00209,666,426.6,6.0,1.1791
1104|00210,1584,1344.51,177.0,11.0367
1104|00211,1938,1698.51,517.0,25.5183
1104|00212,855,615.51,6.0,0.8172
1104|00213,2397,2157.51,67.0,2.6035
1104|00214,1716,1476.51,28.0,1.5898
1104|00216,777,537.51,327.0,51.0027
1104|00217,741,501.51,26.0,4.3464
1104|00219,1440,1200.51,80.0,5.5867
1104|00220,1038,798.51,160.0,16.7985
1104|00221,903,663.51,19.0,2.4007
1104|00222,726,486.51,75.0,12.9241
1104|00223,1095,855.51,39.0,3.8218
1104|00224,2328,2088.51,61.0,2.4486
1104|00225,1452,1212.51,33.0,2.2817
1104|00226,783,543.51,85.0,13.1112
1104|00227,4659,4419.51,283.0,5.3684
1104|00228,1704,1464.51,14.0,0.8014
1104|00229,1341,1101.51,511.0,38.8922
1104|00230,516,276.82,41.0,12.417
1104|00233,297,75.04,88.0,98.3191
1104|00236,927,687.51,10.0,1.2194
1104|00237,1365,1125.51,248.0,18.4728
1104|00238,1959,1719.51,6.0,0.2925
1104|00239,1599,1359.51,16.0,0.9867
1104|00240,1446,1206.51,2127.0,147.797
1104|00243,1578,1338.51,2.0,0.1253
1104|00246,8796,8556.51,14.0,0.1372
1104|00247,1596,1356.51,713.0,44.0652
1104|00248,1248,1008.51,10.0,0.8313
1104|00250,510,270.85,0.0,0.0
1104|00256,1671,1431.51,1755.0,102.781
1104|00259,1641,1401.51,75.0,4.4864
1104|00261,801,561.51,63.0,9.4062
1104|00265,1125,885.51,93.0,8.8048
1104|00267,1179,939.51,37.0,3.3016
1104|00269,3576,3336.51,37.0,0.9297
1104|00271,972,732.51,0.0,0.0
1104|00274,1089,849.51,88.0,8.6845
1104|00275,1965,1725.51,314.0,15.256
1104|00276,1239,999.51,5045.0,423.159
1104|00278,2940,2700.51,33.0,1.0245
1104|00281,1389,1149.51,466.0,33.9862
1104|00282,300,77.2,56.0,60.8102
1104|00283,1599,1359.51,15.0,0.925
1104|00285,2532,2292.51,8.0,0.2926
1104|00286,2322,2082.51,7.0,0.2818
1104|00288,1482,1242.51,535.0,36.098
1104|00292,2835,2595.51,11.0,0.3553
1104|00295,2634,2394.51,367.0,12.8493
1104|00296,1743,1503.51,5.0,0.2788
1104|00297,909,669.51,74.0,9.2663
1104|00298,801,561.51,71.0,10.6006
1104|00299,627,387.6,45.0,9.7333
1104|00300,1161,921.51,1.0,0.091
1104|00301,1104,864.51,153.0,14.8372
1104|00302,2199,1959.51,56.0,2.3959
1104|00304,1449,1209.51,29.0,2.0101
1104|00305,1365,1125.51,247.0,18.3983
1104|00306,1662,1422.51,0.0,0.0
1104|00307,2685,2445.51,265.0,9.0846
1104|00308,1245,1005.51,249.0,20.7607
1104|00309,1347,1107.51,741.0,56.0919
1104|00310,2223,1983.51,164.0,6.9317
1104|00311,885,645.51,421.0,54.6777
1104|00312,1236,996.51,7.0,0.5889
1104|00314,1092,852.51,54.0,5.3104
1104|00316,2745,2505.51,128.0,4.2829
1104|00317,1329,1089.51,100.0,7.6948
1104|00319,627,387.6,6.0,1.2978
1104|00320,999,759.51,5.0,0.5519
1104|00321,501,261.88,0.0,0.0
1104|00322,1689,1449.51,8.0,0.4627
1104|00323,1746,1506.51,1976.0,109.962
1104|00324,2019,1779.51,60.0,2.8267
1104|00326,4059,3819.51,14.0,0.3073
1104|00327,1074,834.51,71.0,7.1328
1104|00329,1257,1017.51,6.0,0.4944
1104|00330,1977,1737.51,948.0,45.7415
1104|00331,429,190.88,0.0,0.0
1104|00332,249,45.97,4.0,7.2949
1104|00333,1116,876.51,1024.0,97.943
1104|00334,3117,2877.51,37.0,1.078
1104|00335,1347,1107.51,16.0,1.2112
1104|00336,378,142.23,102.0,60.1226
1104|00337,1917,1677.51,58.0,2.8986
1104|00339,1410,1170.51,912.0,65.3205
1104|00341,249,45.97,3.0,5.4712
1104|00342,522,282.79,0.0,0.0
1104|00343,1968,1728.51,424.0,20.5647
1104|00344,1824,1584.51,12.0,0.6349
1104|00345,1635,1395.51,50.0,3.0038
1104|00346,903,663.51,19.0,2.4007
1104|00348,3588,3348.51,129.0,3.2297
1104|00349,1125,885.51,114.0,10.793
1104|00350,1149,909.51,26.0,2.3966
1104|00351,3816,3576.51,11.0,0.2578
1104|00352,477,238.0,98.0,34.521
1104|00353,984,744.51,52.0,5.8555
1104|00354,1557,1317.51,31.0,1.9726
1104|00355,1371,1131.51,181.0,13.4107
1104|00356,1707,1467.51,21.0,1.1997
1104|00357,1326,1086.51,6.0,0.463
1104|00365,1698,1458.51,424.0,24.3717
1104|00369,1905,1665.51,144.0,7.2484
1104|00371,1509,1269.51,747.0,49.3303
1104|00372,1455,1215.51,3.0,0.2069
1104|00373,486,246.92,17.0,5.7718
1104|00374,1569,1329.51,60.0,3.7835
1104|00376,1890,1650.51,42.0,2.1333
1104|00380,1335,1095.51,14.0,1.0714
1104|00381,963,723.51,497.0,57.5894
1104|00382,2745,2505.51,45.0,1.5057
1104|00385,2241,2001.51,96.0,4.0211
1104|00386,840,600.51,0.0,0.0
1104|00388,1842,1602.51,8.0,0.4185
1104|00389,996,756.51,21.0,2.3272
1104|00390,3468,3228.51,15.0,0.3895
1104|00397,1317,1077.51,891.0,69.3244
1104|00400,5823,5583.51,4.0,0.0601
1104|00401,3276,3036.51,314.0,8.6693
1104|00405,501,261.88,128.0,40.9757
1104|00406,402,164.68,222.0,113.015
1104|00407,939,699.51,10.0,1.1985
1104|00408,1488,1248.51,119.0,7.9907
1104|00411,1767,1527.51,215.0,11.8
1104|00414,2046,1806.51,7.0,0.3249
1104|00416,1560,1320.51,158.264,10.0477
1104|00417,3789,3549.51,102.0,2.4091
1104|00418,1608,1368.51,150.0,9.1891
1104|00419,2112,1872.51,461.0,20.6398
1104|00420,1101,861.51,131.0,12.748
1104|00421,3012,2772.51,287.0,8.6784
1104|00422,1338,1098.51,156.0,11.9056
1104|00423,321,92.98,3166.0,2854.57
1104|00424,3114,2874.51,368.0,10.7328
1104|00425,2034,1794.51,143.0,6.6807
1104|00426,747,507.51,252.0,41.6282
1104|00427,486,246.92,110.0,37.3472
1104|00428,828,588.51,306.0,43.5912
1104|00429,693,453.58,1438.0,265.789
1104|00430,534,294.75,265.0,75.3745
1104|00435,906,666.51,100.0,12.5784
1104|00436,3717,3477.51,58.0,1.3983
1104|00437,1839,1599.51,292.0,15.3047
1104|00438,690,450.58,9.0,1.6746
1104|00439,1476,1236.51,35.0,2.373
1104|00440,831,591.51,27.0,3.8268
1104|00441,3417,3177.51,0.0,0.0
1104|00442,993,753.51,161.0,17.913
1104|00444,1611,1371.51,5.0,0.3056
1104|00447,3648,3408.51,1628.0,40.0422
1104|00449,996,756.51,42.0,4.6544
1104|00451,1233,993.51,4.0,0.3375
1104|00453,786,546.51,15.0,2.301
1104|00454,246,44.5,25.0,47.0968
1104|00455,1308,1068.51,42.0,3.2953
1104|00457,1536,1296.51,12.0,0.776
1104|00458,1845,1605.51,57.0,2.9764
1104|00459,909,669.51,67.0,8.3897
1104|00463,1581,1341.51,16.0,0.9999
1104|00470,1998,1758.51,7.0,0.3337
1104|00472,1170,930.51,160.054,14.4203
1104|00473,2190,1950.51,554.0,23.8117
1104|00474,1659,1419.51,47.0,2.7758
1104|00475,453,214.45,101.0,39.484
1104|00478,882,642.51,40.0,5.2193
1104|00479,1926,1686.51,30.0,1.4913
1104|00480,1620,1380.51,26.0,1.5789
1104|00481,5382,5142.51,0.0,0.0
1104|00482,1230,990.51,113.0,9.5642
1104|00484,2781,2541.51,6.0,0.1979
1104|00485,1137,897.51,27.0,2.5221
1104|00486,1020,780.51,4.0,0.4296
1104|00487,1095,855.51,79.0,7.7416
1104|00488,1008,768.51,4.0,0.4364
1104|00489,984,744.51,299.0,33.6691
1104|00492,1494,1254.51,95.0,6.3486
1104|00493,1578,1338.51,14.0,0.8769
1104|00494,1053,813.51,397.0,40.9127
1104|00499,2037,1797.51,13.0,0.6063
1104|00500,2136,1896.51,269.0,11.8912
1104|00501,2067,1827.51,7.0,0.3211
1104|00502,4449,4209.51,379.0,7.5481
1104|00503,1827,1587.51,127.0,6.7068
1104|00504,2427,2187.51,96.0,3.6792
1104|00505,963,723.51,1.0,0.1159
1104|00506,318,90.71,25.0,23.1043
1104|00507,5826,5586.51,1477.0,22.165
1104|00508,1203,963.51,1.0,0.087
1104|00509,786,546.51,188.0,28.8397
1104|00510,1476,1236.51,205.0,13.8991
1104|00511,1635,1395.51,137.0,8.2303
1104|00512,1569,1329.51,839.0,52.9054
1104|00513,3192,2952.51,335.0,9.5122
1104|00515,1548,1308.51,362.0,23.1932
1104|00516,1788,1548.51,317.0,17.1623
1104|00517,840,600.51,235.0,32.8079
1104|00518,1167,927.51,36.0,3.254
1104|00519,1752,1512.51,262.0,14.5222
1104|00520,1395,1155.51,360.0,26.1191
1104|00521,1062,822.51,7.0,0.7135
1104|00522,1146,906.51,394.0,36.4379
1104|00523,2670,2430.51,112.0,3.8632
1104|00524,585,345.67,103.0,24.9807
1104|00525,1356,1116.51,57.0,4.28
1104|00526,1545,1305.51,93.0,5.9722
1104|00527,1401,1161.51,13.0,0.9383
1104|00528,837,597.51,21.0,2.9465
1104|00529,405,167.59,6121.0,3061.98
1104|00530,2013,1773.51,193.0,9.1233
1104|00531,366,131.34,226.0,144.261
1104|00534,1911,1671.51,168.0,8.4262
1104|00535,2631,2391.51,78.0,2.7343
1104|00536,1107,867.51,63.0,6.0883
1104|00537,924,684.51,19.0,2.327
1104|00538,858,618.51,135.0,18.2986
1104|00539,492,252.91,1004.0,332.808
1104|00540,2421,2181.51,46.0,1.7678
1104|00541,1830,1590.51,239.0,12.5977
1104|00542,3642,3402.51,1607.0,39.5954
1104|00543,1155,915.51,147.0,13.4612
1104|00544,3291,3051.51,485.0,13.3246
1104|00545,1011,771.51,1.0,0.1087
1104|00546,2739,2499.51,244.0,8.184
1104|00547,1404,1164.51,180.0,12.9586
1104|00548,1800,1560.51,21.0,1.1282
1104|00549,414,176.24,5323.0,2532.02
1104|00550,1236,996.51,149.0,12.5353
1104|00551,1827,1587.51,1676.0,88.5089
1104|00552,1776,1536.51,224.0,12.222
1104|00553,3618,3378.51,596.0,14.7894
1104|00554,231,37.45,8.0,17.9087
1104|00555,801,561.51,160.0,23.8888
1104|00556,3162,2922.51,185.0,5.3069
1104|00557,414,176.24,314.0,149.362
1104|00558,300,77.2,1124.0,1220.55
1104|00559,330,100.28,26.0,21.7374
1104|00560,606,366.62,132.0,30.185
1104|00562,321,92.98,5.0,4.5082
1104|00563,1182,942.51,97.0,8.6281
1104|00564,933,693.51,428.0,51.7394
1104|00566,1320,1080.51,0.0,0.0
1104|00568,1827,1587.51,4.0,0.2112
1104|00569,1398,1158.51,815.0,58.9776
1104|00570,894,654.51,14.0,1.7933
1104|00572,1704,1464.51,13.0,0.7442
1104|00573,1026,786.51,0.0,0.0
1104|00574,2013,1773.51,1915.0,90.5241
1104|00575,1188,948.51,847.0,74.8637
1104|00576,528,288.75,10.0,2.9034
1104|00578,2199,1959.51,42.0,1.7969
1104|00579,1920,1680.51,529.0,26.3903
1104|00580,2568,2328.51,1067.0,38.4163
1104|00581,2286,2046.51,27.0,1.1061
1104|00583,1662,1422.51,736.0,43.3762
1104|00584,1548,1308.51,53.0,3.3957
1104|00589,1071,831.51,15.0,1.5124
1104|00590,1047,807.51,9.0,0.9344
1104|00592,2304,2064.51,205.0,8.3246
1104|00593,1443,1203.51,15.0,1.0449
1104|00594,2259,2019.51,83.0,3.4456
1104|00595,2247,2007.51,96.0,4.0091
1104|00596,966,726.51,489.0,56.4284
1104|00597,729,489.51,699.0,119.715
1104|00598,2310,2070.51,230.0,9.3128
1104|00600,1503,1263.51,68.0,4.5119
1104|00603,2613,2373.51,376.0,13.2808
1104|00605,1389,1149.51,92.0,6.7097
1104|00607,1725,1485.51,18.0,1.0158
1104|00609,507,267.88,20.0,6.2591
1104|00610,2631,2391.51,157.0,5.5037
1104|00612,1596,1356.51,101.0,6.2421
1104|00613,1446,1206.51,63.0,4.3776
1104|00614,1671,1431.51,5.0,0.2928
1104|00615,693,453.58,10.0,1.8483
1104|00616,888,648.51,40.0,5.171
1104|00617,1002,762.51,4981.0,547.648
1104|00618,1314,1074.51,409.0,31.9112
1104|00619,2487,2247.51,365.0,13.6151
1104|00620,843,603.51,231.0,32.0892
1104|00621,963,723.51,84.0,9.7334
1104|00623,894,654.51,196.0,25.1056
1104|00627,742,502.51,56.397,9.409
1104|00628,531,291.75,27.0,7.7586
1104|00629,2181,1941.51,171.0,7.3839
1104|00630,2898,2658.51,79.0,2.4912
1104|00631,2199,1959.51,141.0,6.0325
1104|00632,1362,1122.51,18.0,1.3444
1104|00633,1104,864.51,47.0,4.5578
1104|00635,2229,1989.51,78.0,3.2868
1104|00637,3117,2877.51,91.0,2.6513
1104|00638,2529,2289.51,1474.0,53.9739
1104|00640,2025,1785.51,9.0,0.4226
1104|00641,1353,1113.51,35.0,2.6351
1104|00642,2562,2322.51,142.0,5.1258
1104|00643,1992,1752.51,7.0,0.3349
1104|00644,549,309.7,7.0,1.8949
1104|00645,537,297.75,36.0,10.1364
1104|00646,1299,1059.51,24.0,1.899
1104|00647,957,717.51,17.0,1.9863
1104|00648,897,657.51,2.0,0.255
1104|00649,1308,1068.51,107.0,8.3953
1104|00650,822,582.51,490.0,70.5219
1104|00651,1977,1737.51,15.0,0.7238
1104|00652,270,57.7,569.0,826.765
1104|00653,2457,2217.51,185.0,6.9942
1104|00654,741,501.51,97.0,16.2153
1104|00656,2604,2364.51,1686.0,59.7785
1104|00657,2868,2628.51,105.0,3.349
1104|00658,1338,1098.51,125.0,9.5397
1104|00659,1986,1746.51,18.0,0.864
1104|00660,1041,801.51,161.0,16.8402
1104|00661,1062,822.51,718.0,73.1836
1104|00662,270,57.7,344.0,499.837
1104|00663,1335,1095.51,2606.0,199.429
1104|00664,3363,3123.51,148.0,3.9724
1104|00665,603,363.63,73.0,16.8301
1104|00667,627,387.6,64.0,13.8429
1104|00668,453,214.45,4578.0,1789.68
1104|00670,1053,813.51,170.0,17.5193
1104|00671,1005,765.51,104.0,11.3897
1104|00672,783,543.51,4576.0,705.846
1104|00673,5514,5274.51,219.0,3.4809
1104|00674,624,384.6,6.0,1.3079
1104|00675,1956,1716.51,166.0,8.1076
1104|00676,7248,7008.51,282.0,3.3733
1104|00677,768,528.51,1033.0,163.862
1104|00678,4098,3858.51,99.0,2.151
1104|00679,3432,3192.51,26.0,0.6828
1104|00680,1851,1611.51,153.0,7.9595
1104|00681,1149,909.51,156.0,14.3796
1104|00682,2298,2058.51,3.0,0.1222
1104|00683,2508,2268.51,309.0,11.4195
1104|00684,1551,1311.51,22.0,1.4063
1104|00685,516,276.82,109.0,33.0112
1104|00686,1860,1620.51,166.0,8.5879
1104|00690,651,411.6,2.0,0.4074
1104|00691,519,279.8,13.0,3.8951
1104|00692,456,217.42,68.0,26.2204
1104|00693,1221,981.51,16.0,1.3666
1104|00698,1413,1173.51,93.0,6.6439
1104|00699,828,588.51,28.0,3.9887
1104|00700,993,753.51,225.0,25.0336
1104|00701,5502,5262.51,317.0,5.05
1104|00702,2130,1890.51,342.0,15.1662
1104|00703,891,651.51,172.0,22.1329
1104|00704,1392,1152.51,82.0,5.9648
1104|00705,2292,2052.51,145.0,5.9226
1104|00706,1497,1257.51,0.0,0.0
1104|00707,1866,1626.51,372.0,19.1741
1104|00708,2457,2217.51,372.0,14.0639
1104|00709,1128,888.51,783.0,73.8805
1104|00710,2322,2082.51,62.0,2.4959
1104|00711,957,717.51,132.0,15.4233
1104|00712,2523,2283.51,745.0,27.3516
1104|00713,813,573.51,57.0,8.3323
1104|00716,1857,1617.51,152.0,7.8782
1104|00717,4245,4005.51,131.0,2.7418
1104|00718,1392,1152.51,199.0,14.4756
1104|00720,921,681.51,96.0,11.8095
1104|00721,1575,1335.51,40.0,2.511
1104|00722,417,179.2,52.0,24.3272
1104|00723,2334,2094.51,59.0,2.3616
1104|00725,2958,2718.51,210.0,6.4761
1104|00726,729,489.51,43.0,7.3644
1104|00727,915,675.51,1542.0,191.374
1104|00728,918,678.51,183.0,22.6113
1104|00729,2286,2046.51,218.0,8.9304
1104|00730,2355,2115.51,195.0,7.7277
1104|00731,1266,1026.51,428.0,34.9551
1104|00734,2034,1794.51,63.0,2.9432
1104|00737,6687,6447.51,134.0,1.7424
1104|00738,1023,783.51,2256.0,241.393
1104|00739,1017,777.51,32.0,3.4504
1104|00740,2457,2217.51,151.0,5.7087
1104|00741,5283,5043.51,144.0,2.3936
1104|00742,2973,2733.51,355.0,10.8877
1104|00743,2373,2133.51,154.0,6.0514
1104|00744,1293,1053.51,177.0,14.0852
1104|00745,1026,786.51,1162.0,123.86
1104|00746,1677,1437.51,128.0,7.465
1104|00747,702,462.55,808.0,146.446
1104|00749,327,97.8,58.0,49.7181
1104|00750,615,375.6,354.0,79.0149
1104|00751,159,20.89,42.0,168.594
1104|00752,1584,1344.51,265.0,16.5238
1104|00753,669,429.6,237.0,46.2504
1104|00754,2262,2022.51,449.0,18.6116
1104|00755,2880,2640.51,1064.0,33.7818
1104|00756,2238,1998.51,117.0,4.908
1104|00758,1044,804.51,449.0,46.7892
1104|00759,3045,2805.51,51.0,1.524
1104|00760,615,375.6,212.0,47.3197
1104|00761,798,558.51,259.0,38.8777
1104|00767,342,110.25,21.0,15.9684
1104|00768,1464,1224.51,103.0,7.0519
1104|00770,2130,1890.51,111.0,4.9224
1104|00772,861,621.51,546.0,73.6505
1104|00774,3579,3339.51,1413.0,35.4722
1104|00776,1518,1278.51,28.0,1.836
1104|00778,507,267.88,469.0,146.775
1104|00780,1638,1398.51,93.0,5.575
1104|00782,3684,3444.51,110.0,2.6773
1104|00783,2400,2160.51,692.0,26.8521
1104|00784,1674,1434.51,656.0,38.338
1104|00788,324,95.41,25.0,21.9661
1104|00791,915,675.51,0.0,0.0
1104|00793,1617,1377.51,2.0,0.1217
1104|00794,2316,2076.51,22.0,0.8882
1104|00796,945,705.51,41.0,4.872
1104|00798,1056,816.51,39.0,4.0044
1104|00799,4764,4524.51,147.0,2.7238
1104|00805,639,399.6,125.0,26.225
1104|00806,1131,891.51,3.0,0.2821
1104|00811,1695,1455.51,4.0,0.2304
1104|00816,768,528.51,45.0,7.1382
1104|00817,1395,1155.51,7.0,0.5079
1104|00819,2310,2070.51,23.0,0.9313
1104|00822,849,609.51,21.0,2.8885
1104|00824,1296,1056.51,24.0,1.9044
1104|00825,1296,1056.51,131.0,10.3951
1104|00826,2685,2445.51,7.0,0.24
1104|00830,2022,1782.51,28.0,1.3169
1104|00832,1569,1329.51,9.0,0.5675
1104|00833,549,309.7,8.0,2.1656
1104|00835,1554,1314.51,403.0,25.7022
1104|00836,1821,1581.51,15.0,0.7951
1104|00837,1626,1386.51,42.0,2.5395
1104|00839,1071,831.51,249.0,25.1051
1104|00841,477,238.0,319.0,112.369
1104|00842,1323,1083.51,5.0,0.3869
1104|00845,1221,981.51,4.0,0.3417
1104|00848,2169,1929.51,88.0,3.8235
1104|00849,678,438.58,5.0,0.9558
1104|00850,1473,1233.51,125.0,8.4957
1104|00851,1641,1401.51,12.0,0.7178
1104|00852,1017,777.51,1227.0,132.303
1104|00856,1857,1617.51,21.0,1.0884
1104|00858,1005,765.51,6.0,0.6571
1104|00861,1806,1566.51,2.0,0.107
1104|00862,387,150.58,43.0,23.9407
1104|00863,1548,1308.51,31.0,1.9862
1104|00865,4575,4335.51,28.0,0.5414
1104|00866,1065,825.51,25.0,2.5389
1104|00867,1752,1512.51,23.0,1.2748
1104|00875,957,717.51,62.0,7.2443
1104|00876,2247,2007.51,1.0,0.0418
1104|00877,1935,1695.51,56.0,2.769
1104|00880,2028,1788.51,0.0,0.0
1104|00882,393,156.2,32.0,17.1752
1104|00890,486,246.92,0.0,0.0
1104|00891,1215,975.51,13.0,1.1172
