target_id,length,eff_length,est_counts,tpm
1104|00117,1326,1061.06,574.0,49.1165
1104|00118,621,356.21,457.0,116.483
1104|00119,339,87.75,208.0,215.211
1104|00120,5967,5702.06,108.0,1.7197
1104|00121,1890,1625.06,345.0,19.2755
1104|00122,1122,857.06,104.0,11.0174
1104|00123,1416,1151.06,650.0,51.2708
1104|00124,978,713.06,353.0,44.9473
1104|00125,2760,2495.06,827.0,30.094
1104|00126,4749,4484.06,793.0,16.0567
1104|00127,522,257.56,566.0,199.519
1104|00128,771,506.09,7304.0,1310.35
1104|00129,1209,944.06,1559.0,149.935
1104|00130,561,296.38,163.0,49.9332
1104|00131,750,485.09,515.0,96.3919
1104|00132,1545,1280.06,1532.0,108.663
1104|00133,156,40.5,521.0,1167.93
1104|00134,1659,1394.06,264.0,17.194
1104|00135,990,725.06,173.0,21.6634
1104|00137,555,290.41,32.0,10.0044
1104|00138,513,248.62,312.0,113.942
1104|00139,837,572.09,283.0,44.9136
1104|00140,4038,3773.06,113.0,2.7192
1104|00141,867,602.06,121.0,18.2474
1104|00142,2442,2177.06,261.0,10.8849
1104|00143,1347,1082.06,704.0,59.0713
1104|00144,1461,1196.06,3.0,0.2277
1104|00145,2130,1865.06,102.0,4.9655
1104|00146,1899,1634.06,175.0,9.7236
1104|00147,810,545.09,647.0,107.768
1104|00148,1941,1676.06,188.0,10.1841
1104|00149,825,560.09,97.0,15.7242
1104|00150,1821,1556.06,509.0,29.6993
1104|00151,3315,3050.06,184.0,5.4773
1104|00152,3468,3203.06,308.0,8.7305
1104|00153,2997,2732.06,153.0,5.0846
1104|00154,4122,3857.06,194.0,4.5667
1104|00155,1344,1079.06,282.0,23.7279
1104|00156,372,114.53,68.0,53.9063
1104|00157,3129,2864.06,248.0,7.8618
1104|00158,2115,1850.06,749.0,36.7579
1104|00159,1296,1031.06,620.0,54.5963
1104|00160,1656,1391.06,1804.0,117.746
1104|00161,1359,1094.06,5825.0,483.404
1104|00162,441,177.85,26.0,13.2733
1104|00163,336,85.58,0.0,0.0
1104|00164,1932,1667.06,330.0,17.9729
1104|00165,921,656.06,175.0,24.2186
1104|00166,870,605.06,177.0,26.5601
1104|00167,1377,1112.06,331.0,27.0243
1104|00168,372,114.53,150.0,118.911
1104|00169,1233,968.06,5069.0,475.417
1104|00170,219,26.29,310.0,1070.59
1104|00171,2700,2435.06,204.0,7.6063
1104|00172,4344,4079.06,73.0,1.6249
1104|00173,1617,1352.06,212.0,14.2362
1104|00174,747,482.09,35.0,6.5917
1104|00175,984,719.06,220.0,27.7787
1104|00176,870,605.06,419.0,62.8739
1104|00177,546,281.47,821.0,264.83
1104|00178,495,230.78,1033.0,406.4
1104|00179,1437,1172.06,669.0,51.8241
1104|00180,2208,1943.06,116.0,5.4203
1104|00181,1329,1064.06,119.0,10.154
1104|00182,993,728.06,99.0,12.3459
1104|00183,2229,1964.06,272.0,12.5739
1104|00184,681,416.16,315.0,68.7243
1104|00185,1224,959.06,127.0,12.023
1104|00186,552,287.43,96.0,30.3249
1104|00187,954,689.06,32.0,4.2165
1104|00188,435,172.05,78.0,41.1617
1104|00189,309,66.84,137.0,186.086
1104|00190,1059,794.06,377.0,43.1065
1104|00191,1200,935.06,298.0,28.9356
1104|00192,492,227.83,64.0,25.5052
1104|00193,567,302.32,0.0,0.0
1104|00194,1596,1331.06,138.0,9.4132
1104|00195,1548,1283.06,27.0,1.9106
1104|00196,993,728.06,448.0,55.8684
1104|00197,2289,2024.06,417.0,18.7054
1104|00198,1533,1268.06,627.0,44.8934
1104|00199,1161,896.06,333.0,33.7413
1104|00200,1101,836.06,340.0,36.923
1104|00201,1566,1301.06,100.0,6.9784
1104|00202,1800,1535.06,204.0,12.0659
1104|00205,1707,1442.06,0.0,0.0
1104|00207,1971,1706.06,270.0,14.3689
1104|00208,987,722.06,424.0,53.3148
1104|00209,666,401.16,11.0,2.4896
1104|00210,1584,1319.06,291.0,20.0301
1104|00211,1938,1673.06,775.0,42.0577
1104|00212,855,590.09,118.0,18.156
1104|00213,2397,2132.06,45.0,1.9163
1104|00214,1716,1451.06,38.0,2.3777
1104|00216,777,512.09,385.0,68.2606
1104|00217,741,476.09,40.0,7.6283
1104|00219,1440,1175.06,150.0,11.5901
1104|00220,1038,773.06,172.0,20.2009
1104|00221,903,638.06,126.0,17.9293
1104|00222,726,461.11,103.0,20.2808
1104|00223,1095,830.06,46.0,5.0316
1104|00224,2328,2063.06,170.0,7.4816
1104|00225,1452,1187.06,52.0,3.9773
1104|00226,783,518.09,225.0,39.4306
1104|00227,4659,4394.06,352.0,7.2733
1104|00228,1704,1439.06,18.0,1.1357
1104|00229,1341,1076.06,387.0,32.6535
1104|00230,516,251.58,51.0,18.4057
1104|00233,297,59.49,203.0,309.81
1104|00236,927,662.06,16.0,2.1942
1104|00237,1365,1100.06,3.0,0.2476
1104|00238,1959,1694.06,19.0,1.0183
1104|00239,1599,1334.06,2.0,0.1361
1104|00240,1446,1181.06,27.0,2.0756
1104|00243,1578,1313.06,2.0,0.1383
1104|00246,8796,8531.06,10.0,0.1064
1104|00247,1596,1331.06,309.0,21.0773
1104|00248,1248,983.06,27.0,2.4937
1104|00250,510,245.64,80.0,29.5696
1104|00256,1671,1406.06,210.0,13.5603
1104|00259,1641,1376.06,32.0,2.1114
1104|00261,801,536.09,1.0,0.1694
1104|00265,1125,860.06,0.0,0.0
1104|00267,1179,914.06,884.0,87.8077
1104|00269,3576,3311.06,21.0,0.5758
1104|00271,972,707.06,0.0,0.0
1104|00274,1089,824.06,1793.0,197.55
1104|00275,1965,1700.06,340.0,18.1581
1104|00276,1239,974.06,1184.0,110.362
1104|00278,2940,2675.06,15.0,0.5091
1104|00281,1389,1124.06,357.0,28.8359
1104|00282,300,61.25,36.0,53.3646
1104|00283,1599,1334.06,30.0,2.0417
1104|00285,2532,2267.06,3.0,0.1201
1104|00286,2322,2057.06,9.0,0.3972
1104|00288,1482,1217.06,20.0,1.492
1104|00292,2835,2570.06,3.0,0.106
1104|00295,2634,2369.06,430.0,16.4796
1104|00296,1743,1478.06,79.0,4.8528
1104|00297,909,644.06,338.0,47.6481
1104|00298,801,536.09,14.0,2.3711
1104|00299,627,362.19,183.0,45.8739
1104|00300,1161,896.06,18.0,1.8239
1104|00301,1104,839.06,23.0,2.4888
1104|00302,2199,1934.06,96.0,4.5067
1104|00304,1449,1184.06,33.0,2.5304
1104|00305,1365,1100.06,340.0,28.0619
1104|00306,1662,1397.06,30.0,1.9497
1104|00307,2685,2420.06,388.0,14.5566
1104|00308,1245,980.06,32.0,2.9645
1104|00309,1347,1082.06,44.0,3.692
1104|00310,2223,1958.06,568.0,26.3377
1104|00311,885,620.06,44.0,6.4428
1104|00312,1236,971.06,9.0,0.8415
1104|00314,1092,827.06,129.0,14.1615
1104|00316,2745,2480.06,170.0,6.2236
1104|00317,1329,1064.06,101.0,8.6181
1104|00319,627,362.19,49.0,12.2832
1104|00320,999,734.06,0.0,0.0
1104|00321,501,236.7,389.0,149.213
1104|00322,1689,1424.06,15.0,0.9564
1104|00323,1746,1481.06,602.0,36.9045
1104|00324,2019,1754.06,98.0,5.0727
1104|00326,4059,3794.06,29.0,0.694
1104|00327,1074,809.06,182.0,20.4242
1104|00329,1257,992.06,10.0,0.9152
1104|00330,1977,1712.06,230.0,12.1973
1104|00331,429,166.29,4.0,2.184
1104|00332,249,35.89,7.0,17.7103
1104|00333,1116,851.06,46.0,4.9074
1104|00334,3117,2852.06,19.0,0.6049
1104|00335,1347,1082.06,109.0,9.146
1104|00336,378,119.54,99.0,75.19
1104|00337,1917,1652.06,29.0,1.5938
1104|00339,1410,1145.06,3.0,0.2379
1104|00341,249,35.89,157.0,397.217
1104|00342,522,257.56,6.0,2.115
1104|00343,1968,1703.06,853.0,45.4752
1104|00344,1824,1559.06,23.0,1.3394
1104|00345,1635,1370.06,29.0,1.9218
1104|00346,903,638.06,169.0,24.0481
1104|00348,3588,3323.06,156.0,4.2623
1104|00349,1125,860.06,74.0,7.8119
1104|00350,1149,884.06,26.0,2.6702
1104|00351,3816,3551.06,6.0,0.1534
1104|00352,477,212.98,165.0,70.3389
1104|00353,984,719.06,635.0,80.1796
1104|00354,1557,1292.06,16.0,1.1243
1104|00355,1371,1106.06,157.0,12.8877
1104|00356,1707,1442.06,120.0,7.5553
1104|00357,1326,1061.06,4.0,0.3423
1104|00365,1698,1433.06,1026.0,65.0037
1104|00369,1905,1640.06,0.0,0.0
1104|00371,1509,1244.06,688.0,50.2114
1104|00372,1455,1190.06,5.0,0.3815
1104|00373,486,221.9,6.0,2.455
1104|00374,1569,1304.06,379.0,26.3874
1104|00376,1890,1625.06,35.0,1.9555
1104|00380,1335,1070.06,8.0,0.6788
1104|00381,963,698.06,18.0,2.3412
1104|00382,2745,2480.06,77.0,2.8189
1104|00385,2241,1976.06,5.0,0.2297
1104|00386,840,575.09,40.0,6.3151
1104|00388,1842,1577.06,17.0,0.9787
1104|00389,996,731.06,2.0,0.2484
1104|00390,3468,3203.06,2.0,0.0567
1104|00397,1317,1052.06,872.0,75.2543
1104|00400,5823,5558.06,14.0,0.2287
1104|00401,3276,3011.06,495.0,14.9259
1104|00405,501,236.7,36.0,13.8089
1104|00406,402,141.07,260.0,167.333
1104|00407,939,674.06,12.0,1.6164
1104|00408,1488,1223.06,613.0,45.5059
1104|00411,1767,1502.06,350.0,21.1561
1104|00414,2046,1781.06,17.0,0.8666
1104|00416,1560,1295.06,4.937,0.3461
1104|00417,3789,3524.06,282.0,7.2654
1104|00418,1608,1343.06,908.0,61.3826
1104|00419,2112,1847.06,170.0,8.3565
1104|00420,1101,836.06,138.0,14.9864
1104|00421,3012,2747.06,496.0,16.3934
1104|00422,1338,1073.06,250.0,21.153
1104|00423,321,74.88,1627.0,1972.75
1104|00424,3114,2849.06,322.0,10.2615
1104|00425,2034,1769.06,217.0,11.1371
1104|00426,747,482.09,280.0,52.7334
1104|00427,486,221.9,205.0,83.8804
1104|00428,828,563.09,469.0,75.6224
1104|00429,693,428.13,1712.0,363.061
1104|00430,534,269.54,304.0,102.402
1104|00435,906,641.06,39.0,5.5236
1104|00436,3717,3452.06,50.0,1.3151
1104|00437,1839,1574.06,193.0,11.1325
1104|00438,690,425.16,11.0,2.3491
1104|00439,1476,1211.06,18.0,1.3495
1104|00440,831,566.09,3.0,0.4812
1104|00441,3417,3152.06,3.0,0.0864
1104|00442,993,728.06,0.0,0.0
1104|00444,1611,1346.06,143.0,9.6455
1104|00447,3648,3383.06,501.0,13.4457
1104|00449,996,731.06,123.0,15.2759
1104|00451,1233,968.06,13.0,1.2193
1104|00453,786,521.09,36.0,6.2726
1104|00454,246,34.76,1.0,2.6116
1104|00455,1308,1043.06,150.0,13.0568
1104|00457,1536,1271.06,69.0,4.9288
1104|00458,1845,1580.06,309.0,17.7558
1104|00459,909,644.06,275.0,38.7669
1104|00463,1581,1316.06,1227.0,84.6494
1104|00470,1998,1733.06,29.0,1.5193
1104|00472,1170,905.06,163.77,16.429
1104|00473,2190,1925.06,189.0,8.914
1104|00474,1659,1394.06,2.0,0.1303
1104|00475,453,189.43,45.0,21.5681
1104|00478,882,617.06,97.0,14.2725
1104|00479,1926,1661.06,57.0,3.1156
1104|00480,1620,1355.06,32.0,2.1441
1104|00481,5382,5117.06,2.0,0.0355
1104|00482,1230,965.06,6.0,0.5645
1104|00484,2781,2516.06,28.0,1.0104
1104|00485,1137,872.06,23.0,2.3946
1104|00486,1020,755.06,23.0,2.7657
1104|00487,1095,830.06,1.0,0.1094
1104|00488,1008,743.06,24.0,2.9325
1104|00489,984,719.06,171.0,21.5917
1104|00492,1494,1229.06,86.0,6.353
1104|00493,1578,1313.06,8.0,0.5532
1104|00494,1053,788.06,1.0,0.1152
1104|00499,2037,1772.06,2.0,0.1025
1104|00500,2136,1871.06,256.0,12.4225
1104|00501,2067,1802.06,8.0,0.4031
1104|00502,4449,4184.06,246.0,5.3382
1104|00503,1827,1562.06,108.0,6.2774
1104|00504,2427,2162.06,337.0,14.152
1104|00505,963,698.06,6.0,0.7804
1104|00506,318,72.86,61.0,76.0158
1104|00507,5826,5561.06,2245.0,36.6534
1104|00508,1203,938.06,3.0,0.2904
1104|00509,786,521.09,370.0,64.468
1104|00510,1476,1211.06,280.0,20.9917
1104|00511,1635,1370.06,202.0,13.3865
1104|00512,1569,1304.06,656.0,45.6732
1104|00513,3192,2927.06,420.0,13.0278
1104|00515,1548,1283.06,516.0,36.5139
1104|00516,1788,1523.06,482.0,28.7333
1104|00517,840,575.09,506.0,79.8859
1104|00518,1167,902.06,73.0,7.3476
1104|00519,1752,1487.06,512.0,31.2605
1104|00520,1395,1130.06,477.0,38.3241
1104|00521,1062,797.06,8.0,0.9113
1104|00522,1146,881.06,464.0,47.8154
1104|00523,2670,2405.06,122.0,4.6056
1104|00524,585,320.26,273.0,77.395
1104|00525,1356,1091.06,2823.0,234.919
1104|00526,1545,1280.06,104.0,7.3766
1104|00527,1401,1136.06,33.0,2.6374
1104|00528,837,572.09,37.0,5.8721
1104|00529,405,143.8,8234.0,5198.9
1104|00530,2013,1748.06,387.0,20.1006
1104|00531,366,109.48,213.0,176.653
1104|00534,1911,1646.06,273.0,15.0582
1104|00535,2631,2366.06,259.0,9.9387
1104|00536,1107,842.06,162.0,17.4674
1104|00537,924,659.06,22.0,3.0308
1104|00538,858,593.06,322.0,49.2961
1104|00539,492,227.83,452.0,180.13
1104|00540,2421,2156.06,50.0,2.1055
1104|00541,1830,1565.06,387.0,22.451
1104|00542,3642,3377.06,1082.0,29.09
1104|00543,1155,890.06,256.0,26.1141
1104|00544,3291,3026.06,768.0,23.043
1104|00545,1011,746.06,2.0,0.2434
1104|00546,2739,2474.06,339.0,12.4407
1104|00547,1404,1139.06,717.0,57.1515
1104|00548,1800,1535.06,48.0,2.839
1104|00549,414,152.06,6734.0,4020.68
1104|00550,1236,971.06,258.0,24.1229
1104|00551,1827,1562.06,1986.0,115.435
1104|00552,1776,1511.06,346.0,20.7898
1104|00553,3618,3353.06,930.0,25.1824
1104|00554,231,29.61,0.0,0.0
1104|00555,801,536.09,215.0,36.413
1104|00556,3162,2897.06,419.0,13.1314
1104|00557,414,152.06,331.0,197.63
1104|00558,300,61.25,1425.0,2112.35
1104|00559,330,81.15,53.0,59.296
1104|00560,606,341.23,132.0,35.1224
1104|00562,321,74.88,8.0,9.7001
1104|00563,1182,917.06,556.0,55.0468
1104|00564,933,668.06,222.0,30.1712
1104|00566,1320,1055.06,7.0,0.6024
1104|00568,1827,1562.06,16.0,0.93
1104|00569,1398,1133.06,429.0,34.3763
1104|00570,894,629.06,2.0,0.2887
1104|00572,1704,1439.06,2858.0,180.318
1104|00573,1026,761.06,59.0,7.0386
1104|00574,2013,1748.06,35.0,1.8179
1104|00575,1188,923.06,831.0,81.7384
1104|00576,528,263.55,1570.0,540.864
1104|00578,2199,1934.06,27.0,1.2675
1104|00579,1920,1655.06,569.0,31.2143
1104|00580,2568,2303.06,851.0,33.549
1104|00581,2286,2021.06,33.0,1.4825
1104|00583,1662,1397.06,961.0,62.4545
1104|00584,1548,1283.06,26.0,1.8398
1104|00589,1071,806.06,32.0,3.6044
1104|00590,1047,782.06,76.0,8.8232
1104|00592,2304,2039.06,309.0,13.7589
1104|00593,1443,1178.06,9.0,0.6936
1104|00594,2259,1994.06,72.0,3.2783
1104|00595,2247,1982.06,143.0,6.5505
1104|00596,966,701.06,3719.0,481.644
1104|00597,729,464.09,688.0,134.599
1104|00598,2310,2045.06,279.0,12.3866
1104|00600,1503,1238.06,116.0,8.5069
1104|00603,2613,2348.06,77.0,2.9774
1104|00605,1389,1124.06,141.0,11.389
1104|00607,1725,1460.06,34.0,2.1143
1104|00609,507,242.66,22.0,8.2314
1104|00610,2631,2366.06,387.0,14.8505
1104|00612,1596,1331.06,104.0,7.094
1104|00613,1446,1181.06,0.0,0.0
1104|00614,1671,1406.06,23.0,1.4852
1104|00615,693,428.13,27.0,5.7258
1104|00616,888,623.06,702.0,102.297
1104|00617,1002,737.06,108.0,13.3038
1104|00618,1314,1049.06,554.0,47.9473
1104|00619,2487,2222.06,447.0,18.2645
1104|00620,843,578.09,365.0,57.3262
1104|00621,963,698.06,102.0,13.2667
1104|00623,894,629.06,325.0,46.9079
1104|00627,742,477.09,2.264,0.4308
1104|00628,531,266.55,67.0,22.8217
1104|00629,2181,1916.06,583.0,27.6258
1104|00630,2898,2633.06,133.0,4.5861
1104|00631,2199,1934.06,194.0,9.1072
1104|00632,1362,1097.06,118.0,9.7658
1104|00633,1104,839.06,64.0,6.9254
1104|00635,2229,1964.06,60.0,2.7736
1104|00637,3117,2852.06,359.0,11.4285
1104|00638,2529,2264.06,2214.0,88.7861
1104|00640,2025,1760.06,16.0,0.8254
1104|00641,1353,1088.06,11.0,0.9179
1104|00642,2562,2297.06,111.0,4.3874
1104|00643,1992,1727.06,8.0,0.4206
1104|00644,549,284.44,15.0,4.788
1104|00645,537,272.54,33.0,10.9936
1104|00646,1299,1034.06,48.0,4.2145
1104|00647,957,692.06,16.0,2.0991
1104|00648,897,632.06,436.0,62.6301
1104|00649,1308,1043.06,193.0,16.7998
1104|00650,822,557.09,457.0,74.4811
1104|00651,1977,1712.06,14.0,0.7424
1104|00652,270,44.75,600.0,1217.26
1104|00653,2457,2192.06,333.0,13.7926
1104|00654,741,476.09,105.0,20.0242
1104|00656,2604,2339.06,1649.0,64.008
1104|00657,2868,2603.06,459.0,16.0097
1104|00658,1338,1073.06,160.0,13.5379
1104|00659,1986,1721.06,39.0,2.0574
1104|00660,1041,776.06,328.0,38.3737
1104|00661,1062,797.06,1601.0,182.371
1104|00662,270,44.75,282.0,572.114
1104|00663,1335,1070.06,624.0,52.9458
1104|00664,3363,3098.06,461.0,13.5103
1104|00665,603,338.23,80.0,21.4751
1104|00667,627,362.19,85.0,21.3076
1104|00668,453,189.43,3509.0,1681.83
1104|00670,1053,788.06,141.0,16.2448
1104|00671,1005,740.06,170.0,20.8563
1104|00672,783,518.09,4329.0,758.644
1104|00673,5514,5249.06,325.0,5.6216
1104|00674,624,359.19,27.0,6.8248
1104|00675,1956,1691.06,362.0,19.4359
1104|00676,7248,6983.06,377.0,4.9017
1104|00677,768,503.09,856.0,154.484
1104|00678,4098,3833.06,136.0,3.2214
1104|00679,3432,3167.06,102.0,2.9242
1104|00680,1851,1586.06,58.0,3.3202
1104|00681,1149,884.06,182.0,18.6915
1104|00682,2298,2033.06,6.0,0.268
1104|00683,2508,2243.06,222.0,8.986
1104|00684,1551,1286.06,24.0,1.6944
1104|00685,516,251.58,126.0,45.473
1104|00686,1860,1595.06,206.0,11.7259
1104|00690,651,386.18,2.0,0.4702
1104|00691,519,254.58,12.0,4.2797
1104|00692,456,192.37,32.0,15.1034
1104|00693,1221,956.06,21.0,1.9943
1104|00698,1413,1148.06,148.0,11.7045
1104|00699,828,563.09,61.0,9.8358
1104|00700,993,728.06,507.0,63.226
1104|00701,5502,5237.06,567.0,9.8299
1104|00702,2130,1865.06,576.0,28.0404
1104|00703,891,626.06,359.0,52.0635
1104|00704,1392,1127.06,237.0,19.0922
1104|00705,2292,2027.06,154.0,6.8978
1104|00706,1497,1232.06,0.0,0.0
1104|00707,1866,1601.06,571.0,32.3805
1104|00708,2457,2192.06,832.0,34.4608
1104|00709,1128,863.06,566.0,59.543
1104|00710,2322,2057.06,397.0,17.5226
1104|00711,957,692.06,226.0,29.6497
1104|00712,2523,2258.06,2876.0,115.64
1104|00713,813,548.09,86.0,14.2463
1104|00716,1857,1592.06,243.0,13.858
1104|00717,4245,3980.06,105.0,2.3953
1104|00718,1392,1127.06,225.0,18.1255
1104|00720,921,656.06,63.0,8.7187
1104|00721,1575,1310.06,85.0,5.8909
1104|00722,417,154.89,235.0,137.756
1104|00723,2334,2069.06,41.0,1.7991
1104|00725,2958,2693.06,453.0,15.2724
1104|00726,729,464.09,35.0,6.8473
1104|00727,915,650.06,773.0,107.965
1104|00728,918,653.06,103.0,14.3199
1104|00729,2286,2021.06,359.0,16.1276
1104|00730,2355,2090.06,203.0,8.8184
1104|00731,1266,1001.06,686.0,62.2184
1104|00734,2034,1769.06,28.0,1.437
1104|00737,6687,6422.06,122.0,1.7248
1104|00738,1023,758.06,479.0,57.3703
1104|00739,1017,752.06,74.0,8.9338
1104|00740,2457,2192.06,289.0,11.9702
1104|00741,5283,5018.06,203.0,3.673
1104|00742,2973,2708.06,437.0,14.6514
1104|00743,2373,2108.06,143.0,6.159
1104|00744,1293,1028.06,183.0,16.1617
1104|00745,1026,761.06,898.0,107.13
1104|00746,1677,1412.06,120.0,7.7158
1104|00747,702,437.11,799.0,165.962
1104|00749,327,79.03,92.0,105.69
1104|00750,615,350.21,283.0,73.3689
1104|00751,159,37.73,15.0,36.0963
1104|00752,1584,1319.06,252.0,17.3457
1104|00753,669,404.16,151.0,33.9222
1104|00754,2262,1997.06,556.0,25.2778
1104|00755,2880,2615.06,1016.0,35.275
1104|00756,2238,1973.06,54.0,2.4849
1104|00758,1044,779.06,10.0,1.1654
1104|00759,3045,2780.06,93.0,3.0373
1104|00760,615,350.21,126.0,32.666
1104|00761,798,533.09,365.0,62.1653
1104|00767,342,90.01,5.0,5.0436
1104|00768,1464,1199.06,0.0,0.0
1104|00770,2130,1865.06,160.0,7.789
1104|00772,861,596.06,922.0,140.442
1104|00774,3579,3314.06,1427.0,39.0948
1104|00776,1518,1253.06,7.0,0.5072
1104|00778,507,242.66,0.0,0.0
1104|00780,1638,1373.06,105.0,6.9431
1104|00782,3684,3419.06,58.0,1.5402
1104|00783,2400,2135.06,1526.0,64.8932
1104|00784,1674,1409.06,566.0,36.4705
1104|00788,324,76.91,172.0,203.06
1104|00791,915,650.06,43.0,6.0058
1104|00793,1617,1352.06,7.0,0.4701
1104|00794,2316,2051.06,4.0,0.1771
1104|00796,945,680.06,1.0,0.1335
1104|00798,1056,791.06,158.0,18.1344
1104|00799,4764,4499.06,653.0,13.1779
1104|00805,639,374.18,509.0,123.509
1104|00806,1131,866.06,6.0,0.629
1104|00811,1695,1430.06,22.0,1.3968
1104|00816,768,503.09,2.0,0.3609
1104|00817,1395,1130.06,39.0,3.1334
1104|00819,2310,2045.06,15.0,0.6659
1104|00822,849,584.09,4.0,0.6218
1104|00824,1296,1031.06,65.0,5.7238
1104|00825,1296,1031.06,12.0,1.0567
1104|00826,2685,2420.06,16.0,0.6003
1104|00830,2022,1757.06,20.0,1.0335
1104|00832,1569,1304.06,18.0,1.2532
1104|00833,549,284.44,28.0,8.9376
1104|00835,1554,1289.06,305.0,21.4824
1104|00836,1821,1556.06,10.0,0.5835
1104|00837,1626,1361.06,0.0,0.0
1104|00839,1071,806.06,7.0,0.7885
1104|00841,477,212.98,96.0,40.9245
1104|00842,1323,1058.06,108.0,9.2676
1104|00845,1221,956.06,8.0,0.7597
1104|00848,2169,1904.06,2.0,0.0954
1104|00849,678,413.16,5.0,1.0988
1104|00850,1473,1208.06,116.0,8.7182
1104|00851,1641,1376.06,1451.0,95.7382
1104|00852,1017,752.06,119.0,14.3665
1104|00856,1857,1592.06,1.0,0.057
1104|00858,1005,740.06,817.0,100.233
1104|00861,1806,1541.06,6.0,0.3535
1104|00862,387,127.49,155.0,110.383
1104|00863,1548,1283.06,11.0,0.7784
1104|00865,4575,4310.06,0.0,0.0
1104|00866,1065,800.06,38.0,4.3124
1104|00867,1752,1487.06,0.0,0.0
1104|00875,957,692.06,101.0,13.2505
1104|00876,2247,1982.06,11.0,0.5039
1104|00877,1935,1670.06,53.0,2.8814
1104|00880,2028,1763.06,3.0,0.1545
1104|00882,393,132.88,21.0,14.3491
1104|00890,486,221.9,0.0,0.0
1104|00891,1215,950.06,0.0,0.0
